Citation,Parent.Statute,Document.Description,File,Entity.Empowered,Triggering.Event,Describe.Health.Emergency,State.Trigger,Location,Military.Involvement..Federal.,Document.Type,Preliminary.Screening,Source,Chapter,Date.Originally.Published..from.File.,Date.Last.Updated..from.File.,PDF..from.File.,Note,url..from.File.,Funding.Stream.,Funding.Stream.Description,Waiver.Authority,Regulations..Relevant.Chapter..Section.or.Article,Scenarios.Matrix,Plans...Strategies
5 C.F.R. § 2601.203-.204;,Ethical Implications of Emergency Response Conf. Report,This report covers the framework for emergency responses with FEMA and HHS being main stakeholders. ,5 C.F.R. § 2601.203-.204;,Department of Justice - Federal Bureau of Investigation,"Natural Disaster,Health Emergency,No triggering event - Capacity Building,Act of War,Terrorism","A pandemic or act of bioterrorism needing federal, state, and local resources can invoke the need for this report.",No,Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,FEMA DOLR,4,6/1/06,,CFR-2023-title5-vol3-sec2601-204.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/A-9oVWneK6PmDyXJ3xTXQA/QYSrlXWnpu5G09psyTPupB-JWkna_ya6bhJfOLYco41XML0n8oIQfa2rYZSgYo2o8_i40wTm6r-xsDpa-BAyf0mBJl1kJmkJvn8ZtkR0YElF1EA3sOb8QO9w6Bd5_8ECulgitQX3WpnM56eoKjE87KSJhFkbK7Mkt5cJ_OD3DrBCtDRHwdyGZHrKUv2ExRqL/axIpk44ukDcmRpBCzem1Xd51UUp_Km-1Kf--z2UHdVU),,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.govinfo.gov/content/pkg/CFR-2023-title5-vol3/pdf/CFR-2023-title5-vol3-sec2601-204.pdf,,,,,,NA
5 C.F.R. § 2601.203-.204;,Ethical Implications of Emergency Response Conf. Report,This report covers the framework for emergency responses with FEMA and HHS being main stakeholders. ,5 C.F.R. § 2601.203-.204;,Department of Health and Human Services,"Natural Disaster,Health Emergency,No triggering event - Capacity Building,Act of War,Terrorism","A pandemic or act of bioterrorism needing federal, state, and local resources can invoke the need for this report.",No,Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,FEMA DOLR,4,6/1/06,,CFR-2023-title5-vol3-sec2601-204.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/A-9oVWneK6PmDyXJ3xTXQA/QYSrlXWnpu5G09psyTPupB-JWkna_ya6bhJfOLYco41XML0n8oIQfa2rYZSgYo2o8_i40wTm6r-xsDpa-BAyf0mBJl1kJmkJvn8ZtkR0YElF1EA3sOb8QO9w6Bd5_8ECulgitQX3WpnM56eoKjE87KSJhFkbK7Mkt5cJ_OD3DrBCtDRHwdyGZHrKUv2ExRqL/axIpk44ukDcmRpBCzem1Xd51UUp_Km-1Kf--z2UHdVU),,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.govinfo.gov/content/pkg/CFR-2023-title5-vol3/pdf/CFR-2023-title5-vol3-sec2601-204.pdf,,,,,,NA
46 U.S.C. § 55101 - 55121,Jones Act,"This act mandates that goods transported between US ports be carried on US owned ships operated by US personnel. It aims to protect American jobs and improve maritime security. It is triggered by events occurring during maritime transport, and involves the Federal Maritime Commission heavily.",Jones Act,Department of Homeland Security - Coast Guard,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,6/5/20,1/1/06,service-ll-uscode-uscode1958-00904-uscode1958-009046024-uscode1958-009046024.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/c5nH5wHquF4jS84WW631Ag/Vxe_JnoyBUbVCZ40QTIJw-d3fvQCWO5WcFnTdOQp5ACcnVWsgQ3oES3xXQ0AVlZpdt3KIpq0hgKr44nz9bp1K-52HL6uQd83rYphf1WzXx80wJqM-ycK9IAFH6NSDvx6I-Rxcj268pHTCg9VpW9tvGbJXrMZhpdzlvRsVHO0sCtJu70snfKBmbQB4Gcgm4zU44M1AyNVwE8NF2h4qu7HDBgYzWl7-9wYfn2AgvKgyUXmbimgFPTr5wvkAcA2mdqh/Or9rxbXEiUEy9uuvATEf2JT40mJoW1C-wT-q7NzxFzc),,https://www.govinfo.gov/link/cfr/5/2601?link-type=pdf&sectionnum=204&year=mostrecent,,,,,,NA
46 U.S.C. § 55101 - 55121,Jones Act,"This act mandates that goods transported between US ports be carried on US owned ships operated by US personnel. It aims to protect American jobs and improve maritime security. It is triggered by events occurring during maritime transport, and involves the Federal Maritime Commission heavily.",Jones Act,Department of Homeland Security - Customs and Border Protection,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,6/5/20,1/1/06,service-ll-uscode-uscode1958-00904-uscode1958-009046024-uscode1958-009046024.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/c5nH5wHquF4jS84WW631Ag/Vxe_JnoyBUbVCZ40QTIJw-d3fvQCWO5WcFnTdOQp5ACcnVWsgQ3oES3xXQ0AVlZpdt3KIpq0hgKr44nz9bp1K-52HL6uQd83rYphf1WzXx80wJqM-ycK9IAFH6NSDvx6I-Rxcj268pHTCg9VpW9tvGbJXrMZhpdzlvRsVHO0sCtJu70snfKBmbQB4Gcgm4zU44M1AyNVwE8NF2h4qu7HDBgYzWl7-9wYfn2AgvKgyUXmbimgFPTr5wvkAcA2mdqh/Or9rxbXEiUEy9uuvATEf2JT40mJoW1C-wT-q7NzxFzc),,https://www.govinfo.gov/link/cfr/5/2601?link-type=pdf&sectionnum=204&year=mostrecent,,,,,,NA
46 U.S.C. § 55101 - 55121,Jones Act,"This act mandates that goods transported between US ports be carried on US owned ships operated by US personnel. It aims to protect American jobs and improve maritime security. It is triggered by events occurring during maritime transport, and involves the Federal Maritime Commission heavily.",Jones Act,Department of Transportation - Maritime Administration,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,6/5/20,1/1/06,service-ll-uscode-uscode1958-00904-uscode1958-009046024-uscode1958-009046024.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/c5nH5wHquF4jS84WW631Ag/Vxe_JnoyBUbVCZ40QTIJw-d3fvQCWO5WcFnTdOQp5ACcnVWsgQ3oES3xXQ0AVlZpdt3KIpq0hgKr44nz9bp1K-52HL6uQd83rYphf1WzXx80wJqM-ycK9IAFH6NSDvx6I-Rxcj268pHTCg9VpW9tvGbJXrMZhpdzlvRsVHO0sCtJu70snfKBmbQB4Gcgm4zU44M1AyNVwE8NF2h4qu7HDBgYzWl7-9wYfn2AgvKgyUXmbimgFPTr5wvkAcA2mdqh/Or9rxbXEiUEy9uuvATEf2JT40mJoW1C-wT-q7NzxFzc),,https://www.govinfo.gov/link/cfr/5/2601?link-type=pdf&sectionnum=204&year=mostrecent,,,,,,NA
46 U.S.C. § 55101 - 55121,Jones Act,"This act mandates that goods transported between US ports be carried on US owned ships operated by US personnel. It aims to protect American jobs and improve maritime security. It is triggered by events occurring during maritime transport, and involves the Federal Maritime Commission heavily.",Jones Act,Federal Maritime Commission,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,6/5/20,1/1/06,service-ll-uscode-uscode1958-00904-uscode1958-009046024-uscode1958-009046024.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/c5nH5wHquF4jS84WW631Ag/Vxe_JnoyBUbVCZ40QTIJw-d3fvQCWO5WcFnTdOQp5ACcnVWsgQ3oES3xXQ0AVlZpdt3KIpq0hgKr44nz9bp1K-52HL6uQd83rYphf1WzXx80wJqM-ycK9IAFH6NSDvx6I-Rxcj268pHTCg9VpW9tvGbJXrMZhpdzlvRsVHO0sCtJu70snfKBmbQB4Gcgm4zU44M1AyNVwE8NF2h4qu7HDBgYzWl7-9wYfn2AgvKgyUXmbimgFPTr5wvkAcA2mdqh/Or9rxbXEiUEy9uuvATEf2JT40mJoW1C-wT-q7NzxFzc),,https://www.govinfo.gov/link/cfr/5/2601?link-type=pdf&sectionnum=204&year=mostrecent,,,,,,NA
46 U.S.C. § 55101 - 55121,Jones Act,"This act mandates that goods transported between US ports be carried on US owned ships operated by US personnel. It aims to protect American jobs and improve maritime security. It is triggered by events occurring during maritime transport, and involves the Federal Maritime Commission heavily.",Jones Act,Department of Justice,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,6/5/20,1/1/06,service-ll-uscode-uscode1958-00904-uscode1958-009046024-uscode1958-009046024.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/c5nH5wHquF4jS84WW631Ag/Vxe_JnoyBUbVCZ40QTIJw-d3fvQCWO5WcFnTdOQp5ACcnVWsgQ3oES3xXQ0AVlZpdt3KIpq0hgKr44nz9bp1K-52HL6uQd83rYphf1WzXx80wJqM-ycK9IAFH6NSDvx6I-Rxcj268pHTCg9VpW9tvGbJXrMZhpdzlvRsVHO0sCtJu70snfKBmbQB4Gcgm4zU44M1AyNVwE8NF2h4qu7HDBgYzWl7-9wYfn2AgvKgyUXmbimgFPTr5wvkAcA2mdqh/Or9rxbXEiUEy9uuvATEf2JT40mJoW1C-wT-q7NzxFzc),,https://www.govinfo.gov/link/cfr/5/2601?link-type=pdf&sectionnum=204&year=mostrecent,,,,,,NA
23 U.S.C. § 127 and 23 C.F.R. § 658.17.,Vehicle Weight Limitations - Interstate System,"Establishes the federal regulations for vehicle weight limits on the Interstate Highway System. States are required to enforce these limits, but exceptions are allowed for certain vehicles like emergency vehicles, and states may grant special permits for overweight vehicles under specific circumstances.","23 USC 127,23 C.F.R. § 658.17.",Department of Transportation,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,,,"USCODE-2011-title23-chap1-sec127.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/4OkiR-WWcofSXtepfWxHTQ/-UG-BSWWOfu4gha7IX6jhUvomkWgy2FRw9JgVGnHKTTH3omVA8a1iSlA44A4he8LySUhkXTv7pdWFyhY3uUH4_lfdMnyU8calD8W_mbGYA8BSG5qEex0LweO1ip09rA4WjQyh92mUxJhQN1MeoESPxIODBiIQVyuJMoct2SBPv7LOhI4_z41GodLKZjLaLAH/RFx4lTHCaOH6G0SnC6FZp4JngyXR_cx-6e59O8IiwYA),CFR-2011-title23-vol1-sec658-17.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/036NnSY1yCPmHDGjNPjbaQ/Yl6cajnujx9ThPSYraABAweZhcCljzD6hkJBabp7P6vFnWgovBCB2pcKozZ40p_2Z8xK_D9iOFynx8hn9wBInHguu5UpeYoiyg3H9tFiVO69guyNOPFuwH3MRfWLsfcjPLsvP40kBPNZl4mI762QPze6vZvrNCOGIaG7Kl06POXN1ydf9N5fm2WIKG93itQ4/L48mlULMehsESsfDaDiifZqZBobnRPD6qhYX_ny1vbM)",,"https://www.govinfo.gov/content/pkg/USCODE-2011-title23/pdf/USCODE-2011-title23-chap1-sec127.pdf, https://www.govinfo.gov/content/pkg/CFR-2011-title23-vol1/pdf/CFR-2011-title23-vol1-sec658-17.pdf",,,,,,NA
42 U.S.C. 201 et seq.,Pandemic and All-Hazards Preparedness and Advancing Innovation Act (PAHPAIA),"This law broadly addresses the national security threat of disease outbreaks through an array of powers aimed toward enhancing pandemic preparedness and response during health emergencies. This law specifically includes provisions on the movement of military healthcare workers operating in trauma centers, and the development and distribution of medical countermeasures. ",Pandemic and All-Hazards Preparedness and Advancing Innovation Act (PAHPAIA),Department of Health and Human Services - Centers for Disease Control and Prevention,"Health Emergency,No triggering event - Capacity Building","Capacity Building for health security
Any health event/emergency that threatens national security of the US",No,Domestic,Yes,Legislation,Include,National Disaster Medical System [NDMS] and National Medical Surge,NA,6/24/19,6/24/19,PLAW-116publ22.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/VnZnYoz9onywdmMxGzFVKA/q3SxFS5QsbyTORkYnmq3q0Fb6YnMHDR8vtwFg3oKcNHpOQGUYneInvnFS8cn5FzamxnJTaB5DMeVmkrtX9iJz9S7j7WQWqZ-2OsN6r8OGdaNMjMi0BJvkv3RP8yKdr0Okay1RqU1_KqfkC8I4Lx8MYFeGV0qPcPVxkXIBb3EipE/WppmLY-r7kQKbek6H6dWdPjfIfr801oxai3Ku-a6YLE),"(Sec. 204) This section establishes a grant program for eligible trauma centers to train and support military trauma care providers at such centers.
(Sec. 701) This section extends through FY2023 specified programs including the Department of Veterans Affairs emergency preparedness program and the tracking and distribution of vaccines during an influenza pandemic.",https://www.congress.gov/bill/116th-congress/senate-bill/1379/text,,,,,,NA
42 U.S.C. 201 et seq.,Pandemic and All-Hazards Preparedness and Advancing Innovation Act (PAHPAIA),"This law broadly addresses the national security threat of disease outbreaks through an array of powers aimed toward enhancing pandemic preparedness and response during health emergencies. This law specifically includes provisions on the movement of military healthcare workers operating in trauma centers, and the development and distribution of medical countermeasures. ",Pandemic and All-Hazards Preparedness and Advancing Innovation Act (PAHPAIA),Administration for Strategic Preparedness and Response,"Health Emergency,No triggering event - Capacity Building","Capacity Building for health security
Any health event/emergency that threatens national security of the US",No,Domestic,Yes,Legislation,Include,National Disaster Medical System [NDMS] and National Medical Surge,NA,6/24/19,6/24/19,PLAW-116publ22.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/VnZnYoz9onywdmMxGzFVKA/q3SxFS5QsbyTORkYnmq3q0Fb6YnMHDR8vtwFg3oKcNHpOQGUYneInvnFS8cn5FzamxnJTaB5DMeVmkrtX9iJz9S7j7WQWqZ-2OsN6r8OGdaNMjMi0BJvkv3RP8yKdr0Okay1RqU1_KqfkC8I4Lx8MYFeGV0qPcPVxkXIBb3EipE/WppmLY-r7kQKbek6H6dWdPjfIfr801oxai3Ku-a6YLE),"(Sec. 204) This section establishes a grant program for eligible trauma centers to train and support military trauma care providers at such centers.
(Sec. 701) This section extends through FY2023 specified programs including the Department of Veterans Affairs emergency preparedness program and the tracking and distribution of vaccines during an influenza pandemic.",https://www.congress.gov/bill/116th-congress/senate-bill/1379/text,,,,,,NA
42 U.S.C. 201 et seq.,Pandemic and All-Hazards Preparedness and Advancing Innovation Act (PAHPAIA),"This law broadly addresses the national security threat of disease outbreaks through an array of powers aimed toward enhancing pandemic preparedness and response during health emergencies. This law specifically includes provisions on the movement of military healthcare workers operating in trauma centers, and the development and distribution of medical countermeasures. ",Pandemic and All-Hazards Preparedness and Advancing Innovation Act (PAHPAIA),Department of Health and Human Services,"Health Emergency,No triggering event - Capacity Building","Capacity Building for health security
Any health event/emergency that threatens national security of the US",No,Domestic,Yes,Legislation,Include,National Disaster Medical System [NDMS] and National Medical Surge,NA,6/24/19,6/24/19,PLAW-116publ22.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/VnZnYoz9onywdmMxGzFVKA/q3SxFS5QsbyTORkYnmq3q0Fb6YnMHDR8vtwFg3oKcNHpOQGUYneInvnFS8cn5FzamxnJTaB5DMeVmkrtX9iJz9S7j7WQWqZ-2OsN6r8OGdaNMjMi0BJvkv3RP8yKdr0Okay1RqU1_KqfkC8I4Lx8MYFeGV0qPcPVxkXIBb3EipE/WppmLY-r7kQKbek6H6dWdPjfIfr801oxai3Ku-a6YLE),"(Sec. 204) This section establishes a grant program for eligible trauma centers to train and support military trauma care providers at such centers.
(Sec. 701) This section extends through FY2023 specified programs including the Department of Veterans Affairs emergency preparedness program and the tracking and distribution of vaccines during an influenza pandemic.",https://www.congress.gov/bill/116th-congress/senate-bill/1379/text,,,,,,NA
40 C.F.R. Part 300,NATIONAL OIL AND HAZARDOUS SUBSTANCES POL LUTION CONTINGENCY PLAN ,"The NCP is the federal government's blueprint for responding to both oil spills and hazardous substance releases.
",40 CFR Part 300,Environmental Protection Agency,No triggering event - Capacity Building,N/A,No,Domestic,No,Regulation,Exclude,FEMA DOLR,4,7/16/82,6/13/19,CFR-2011-title23-vol1-sec658-17 (1).pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/jXYRD4pfNufuEAZ0DwGL1Q/19XKXZj0ANSda39gyU7elusvyIAE--W5mFximaTU7WmZknVEgFY_kGZbxjZ6n4Z7oGtAE5QZ052HaNizVNXKIryhHvrtRKmYbrZ7BhYgdyMFzUKFr3jKeZ1nnY2k061xFIxiVVXga2GW37GAsFdo1tyWpRhLSIOXk9PDCqsXk3UXwFeHYFky6DbIZvZM36WV/nAqU0xUUzkbY62endQaD_qIeenUPfL1LcE_tMxWbvlU),,https://semspub.epa.gov/work/11/175645.pdf,,,,,,NA
40 C.F.R. Part 300,NATIONAL OIL AND HAZARDOUS SUBSTANCES POL LUTION CONTINGENCY PLAN ,"The NCP is the federal government's blueprint for responding to both oil spills and hazardous substance releases.
",40 CFR Part 300,Department of Homeland Security - Coast Guard,No triggering event - Capacity Building,N/A,No,Domestic,No,Regulation,Exclude,FEMA DOLR,4,7/16/82,6/13/19,CFR-2011-title23-vol1-sec658-17 (1).pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/jXYRD4pfNufuEAZ0DwGL1Q/19XKXZj0ANSda39gyU7elusvyIAE--W5mFximaTU7WmZknVEgFY_kGZbxjZ6n4Z7oGtAE5QZ052HaNizVNXKIryhHvrtRKmYbrZ7BhYgdyMFzUKFr3jKeZ1nnY2k061xFIxiVVXga2GW37GAsFdo1tyWpRhLSIOXk9PDCqsXk3UXwFeHYFky6DbIZvZM36WV/nAqU0xUUzkbY62endQaD_qIeenUPfL1LcE_tMxWbvlU),,https://semspub.epa.gov/work/11/175645.pdf,,,,,,NA
40 C.F.R. Part 300,NATIONAL OIL AND HAZARDOUS SUBSTANCES POL LUTION CONTINGENCY PLAN ,"The NCP is the federal government's blueprint for responding to both oil spills and hazardous substance releases.
",40 CFR Part 300,Federal Emergency Management Agency,No triggering event - Capacity Building,N/A,No,Domestic,No,Regulation,Exclude,FEMA DOLR,4,7/16/82,6/13/19,CFR-2011-title23-vol1-sec658-17 (1).pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/jXYRD4pfNufuEAZ0DwGL1Q/19XKXZj0ANSda39gyU7elusvyIAE--W5mFximaTU7WmZknVEgFY_kGZbxjZ6n4Z7oGtAE5QZ052HaNizVNXKIryhHvrtRKmYbrZ7BhYgdyMFzUKFr3jKeZ1nnY2k061xFIxiVVXga2GW37GAsFdo1tyWpRhLSIOXk9PDCqsXk3UXwFeHYFky6DbIZvZM36WV/nAqU0xUUzkbY62endQaD_qIeenUPfL1LcE_tMxWbvlU),,https://semspub.epa.gov/work/11/175645.pdf,,,,,,NA
40 C.F.R. Part 300,NATIONAL OIL AND HAZARDOUS SUBSTANCES POL LUTION CONTINGENCY PLAN ,"The NCP is the federal government's blueprint for responding to both oil spills and hazardous substance releases.
",40 CFR Part 300,Department of Transportation,No triggering event - Capacity Building,N/A,No,Domestic,No,Regulation,Exclude,FEMA DOLR,4,7/16/82,6/13/19,CFR-2011-title23-vol1-sec658-17 (1).pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/jXYRD4pfNufuEAZ0DwGL1Q/19XKXZj0ANSda39gyU7elusvyIAE--W5mFximaTU7WmZknVEgFY_kGZbxjZ6n4Z7oGtAE5QZ052HaNizVNXKIryhHvrtRKmYbrZ7BhYgdyMFzUKFr3jKeZ1nnY2k061xFIxiVVXga2GW37GAsFdo1tyWpRhLSIOXk9PDCqsXk3UXwFeHYFky6DbIZvZM36WV/nAqU0xUUzkbY62endQaD_qIeenUPfL1LcE_tMxWbvlU),,https://semspub.epa.gov/work/11/175645.pdf,,,,,,NA
18 U.S.C. § 3056,Presidential Protection Act of 2000,"This act focuses on enhancing security measures for POTUS and other important federal officials. The main stakeholder is the Secret Service, which implements security protocols for ongoing protection of the President.","""Title 18, U.S.C. § 3056,""",Department of Homeland Security - Secret Service,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,12/19/00,12/9/05,presidential-threat-protection-act-2000 (1).pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/lJgLyle0bGBRQC44bpDatA/tgc_gskBhRdn9g1CGhk6DcsZZfdcU-6rmQFLhOhlLdhZiA3fJmsDrPlH8NJC_hJCU2S7VGrV2EGMnUWWDhvtL-_SPPxaJyyYjP6N5grhEOdJLGY47eEXanuSAqa3xJu6o1FkWvClkui1IjFoW3EEEl6r7mf7xBo7DUm_5kB9PqPAF3jFfhWGRv1oalYgzjsN-uF4wx2N_WwE8eqV8xJg0g/e4XOw5NpF9Wxc6-bLXudhyKHlUuIGjPezTGLx1k1Xds),,https://www.usmarshals.gov/sites/default/files/media/document/presidential-threat-protection-act-2000.pdf,,,,,,NA
18 U.S.C. § 3056,Presidential Protection Act of 2000,"This act focuses on enhancing security measures for POTUS and other important federal officials. The main stakeholder is the Secret Service, which implements security protocols for ongoing protection of the President.","""Title 18, U.S.C. § 3056,""",Department of Defense,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,12/19/00,12/9/05,presidential-threat-protection-act-2000 (1).pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/lJgLyle0bGBRQC44bpDatA/tgc_gskBhRdn9g1CGhk6DcsZZfdcU-6rmQFLhOhlLdhZiA3fJmsDrPlH8NJC_hJCU2S7VGrV2EGMnUWWDhvtL-_SPPxaJyyYjP6N5grhEOdJLGY47eEXanuSAqa3xJu6o1FkWvClkui1IjFoW3EEEl6r7mf7xBo7DUm_5kB9PqPAF3jFfhWGRv1oalYgzjsN-uF4wx2N_WwE8eqV8xJg0g/e4XOw5NpF9Wxc6-bLXudhyKHlUuIGjPezTGLx1k1Xds),,https://www.usmarshals.gov/sites/default/files/media/document/presidential-threat-protection-act-2000.pdf,,,,,,NA
18 U.S.C. § 3056,Presidential Protection Act of 2000,"This act focuses on enhancing security measures for POTUS and other important federal officials. The main stakeholder is the Secret Service, which implements security protocols for ongoing protection of the President.","""Title 18, U.S.C. § 3056,""",Department of Justice - Federal Bureau of Investigation,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,12/19/00,12/9/05,presidential-threat-protection-act-2000 (1).pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/lJgLyle0bGBRQC44bpDatA/tgc_gskBhRdn9g1CGhk6DcsZZfdcU-6rmQFLhOhlLdhZiA3fJmsDrPlH8NJC_hJCU2S7VGrV2EGMnUWWDhvtL-_SPPxaJyyYjP6N5grhEOdJLGY47eEXanuSAqa3xJu6o1FkWvClkui1IjFoW3EEEl6r7mf7xBo7DUm_5kB9PqPAF3jFfhWGRv1oalYgzjsN-uF4wx2N_WwE8eqV8xJg0g/e4XOw5NpF9Wxc6-bLXudhyKHlUuIGjPezTGLx1k1Xds),,https://www.usmarshals.gov/sites/default/files/media/document/presidential-threat-protection-act-2000.pdf,,,,,,NA
18 U.S.C. § 3056,Presidential Protection Act of 2000,"This act focuses on enhancing security measures for POTUS and other important federal officials. The main stakeholder is the Secret Service, which implements security protocols for ongoing protection of the President.","""Title 18, U.S.C. § 3056,""",Executive Office of the President of the United States,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Exclude,FEMA DOLR,4,12/19/00,12/9/05,presidential-threat-protection-act-2000 (1).pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/lJgLyle0bGBRQC44bpDatA/tgc_gskBhRdn9g1CGhk6DcsZZfdcU-6rmQFLhOhlLdhZiA3fJmsDrPlH8NJC_hJCU2S7VGrV2EGMnUWWDhvtL-_SPPxaJyyYjP6N5grhEOdJLGY47eEXanuSAqa3xJu6o1FkWvClkui1IjFoW3EEEl6r7mf7xBo7DUm_5kB9PqPAF3jFfhWGRv1oalYgzjsN-uF4wx2N_WwE8eqV8xJg0g/e4XOw5NpF9Wxc6-bLXudhyKHlUuIGjPezTGLx1k1Xds),,https://www.usmarshals.gov/sites/default/files/media/document/presidential-threat-protection-act-2000.pdf,,,,,,NA
10 U.S.C. § 162 and 164 §§ 101(c); 331-335; 12301-12304; and 12406.,U.S.C. Title 10-Armed Forces,This title establishes the roles and responsibilities of the US Armed Forces. Main actors include POTUS and DOD. This title supports national defense and disaster relief.,Title 10 of United States Code (U.S.C.),Department of Defense,"Act of War,No triggering event - Capacity Building,Terrorism,Presidential Emergency Declarations",N/A,No,Both,Yes - Subject to Posse Comitatus,Legislation,Include,FEMA DOLR,4,8/10/56,1/7/11,CPRT-112HPRT67344.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/_5RP9LVXNY3z2h0e4J24Zw/VsZYMZh2g5wjTTJEAOJ0vscGOfSBD7CRs2OeAsuDH8z8qSNHYREmKQlYn0kmfr3p4sG1iv502AfUABq93ftGtCkvOVRbRGr4hVEhp2WtA7lbwwrxIPoZV5oNb1oMqWBgY61ZDeHQdCh4lkCUgLSRkq5388jUXCwT6lHM_eXwk8Q/XEpaP_NGlN86L8xKj40rpDd3W90YB1O8KwYJeumrq_g),,https://www.govinfo.gov/content/pkg/CPRT-112HPRT67344/pdf/CPRT-112HPRT67344.pdf,,,,,,NA
10 U.S.C. § 162 and 164 §§ 101(c); 331-335; 12301-12304; and 12406.,U.S.C. Title 10-Armed Forces,This title establishes the roles and responsibilities of the US Armed Forces. Main actors include POTUS and DOD. This title supports national defense and disaster relief.,Title 10 of United States Code (U.S.C.),Department of Defense - Department of the Army,"Act of War,No triggering event - Capacity Building,Terrorism,Presidential Emergency Declarations",N/A,No,Both,Yes - Subject to Posse Comitatus,Legislation,Include,FEMA DOLR,4,8/10/56,1/7/11,CPRT-112HPRT67344.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/_5RP9LVXNY3z2h0e4J24Zw/VsZYMZh2g5wjTTJEAOJ0vscGOfSBD7CRs2OeAsuDH8z8qSNHYREmKQlYn0kmfr3p4sG1iv502AfUABq93ftGtCkvOVRbRGr4hVEhp2WtA7lbwwrxIPoZV5oNb1oMqWBgY61ZDeHQdCh4lkCUgLSRkq5388jUXCwT6lHM_eXwk8Q/XEpaP_NGlN86L8xKj40rpDd3W90YB1O8KwYJeumrq_g),,https://www.govinfo.gov/content/pkg/CPRT-112HPRT67344/pdf/CPRT-112HPRT67344.pdf,,,,,,NA
